WKN;Name;ISIN;Branche;Sektor;Stock3Score;Momentum_&_Vola;Kursperform 6 M;Kursperform_1_J;Delta_52_Wochen_Hoch;Vola_1_J;Bewertung;KUV;Free_Cash_Flow;PEG_Ratio;KGV_(2023);KGV_(2024);Kursziel;Wachstum;Umsatzwachstum_ueber_5_J;EPS-Wachstum_ueber_5_J;Umsatzwachstum_(2023);Umsatzwachstum_(2024);Wachstum_des_verwaesserten_Gewinns_je_Aktie_(2023);Wachstum_des_verwaesserten_Gewinns_je_Aktie_(2024);Qualitaet_und_Verschuldung;Eigenkapitalrendite;Eigenkapitalquote;EBIT-Marge;Liquiditaet_dritten_Grades;Liquiditaet_zweiten_Grades;Verhaeltnis_aus_Schulden_zum_EK;Verhaeltnis_aus_Schulden_und_Vermoegenswerten;Zinsdeckungsgrad;Dividende_&_Aktienrueckkaeufe;Gesamtrendite;Payout_Ratio;Dividende_(2023);Dividende_(2024
578580;Fresenius Medical Care KGaA;DE0005785802;Medizinische Versorgungseinrichtungen;Gesundheitswesen;40;36;-22,23;18,72;-33,27;0,332;84;0,61;14,48;1,45;15,07;11,40;35,68;27;17,82;-65,77;0,50;3,59;-3,71;31,56;24;4,32;7,74;39,13;1,27;0,85;94,45;36,95;438,56;60;2,74;48,70;3,00;3,50
A1JFMW;HCA Healthcare Inc.;US40412C1018;Medizinische Versorgungseinrichtungen;Gesundheitswesen;47;67;-15,07;23,63;-20,25;0,231;76;1,11;25,67;1,07;13,20;11,98;31,04;52;36,96;69,42;6,14;5,60;-4,96;10,19;15;-;17,12;-5,28;1,38;0,99;5.779,02;76,66;592,82;50;6,91;11,70;1,00;1,00
578560;Fresenius SE & Co. KGaA;DE0005785604;Medizinische Versorgungseinrichtungen;Gesundheitswesen;62;67;-3,66;7,98;-19,83;0,264;87;0,38;29,72;1,20;9,34;7,96;50,78;38;24,97;-25,96;2,60;4,33;10,56;17,27;21;4,92;7,41;26,72;1,34;0,80;135,99;36,33;505,48;66;3,12;37,70;3,60;4,10
;Oak Street Health Inc. Registered Shares DL -,001;;Medizinische Versorgungseinrichtungen;Gesundheitswesen;6;85;access denied;access denied;access denied;access denied;9;-;-;-;neg.;neg.;instrument n/a;51;875,70;-443,28;43,56;53,70;-190,31;-148,10;12;-;-23,46;-13,19;-;-;-;-;-;1;-;-;0,00;0,00
866462;Universal Health Services Inc.;US9139031002;Medizinische Versorgungseinrichtungen;Gesundheitswesen;70;66;-10,25;40,31;-20,36;0,305;72;0,67;53,42;1,42;12,44;11,04;24,33;50;31,95;21,98;6,08;5,29;10,35;12,68;56;11,62;7,75;43,88;1,33;1,11;89,03;39,06;807,94;46;5,95;8,75;0,60;0,60
578560;Fresenius SE & Co. KGaA;DE0005785604;Medizinische Versorgungseinrichtungen;Gesundheitswesen;62;67;-3,66;7,98;-19,83;0,264;87;0,38;29,72;1,20;9,34;7,96;50,78;38;24,97;-25,96;2,60;4,33;10,56;17,27;21;4,92;7,41;26,72;1,34;0,80;135,99;36,33;505,48;66;3,12;37,70;3,60;4,10
A1JFMW;HCA Healthcare Inc.;US40412C1018;Medizinische Versorgungseinrichtungen;Gesundheitswesen;47;67;-15,07;23,62;-20,25;0,231;76;1,11;25,67;1,07;13,20;11,98;31,05;52;36,96;69,42;6,14;5,60;-4,96;10,19;15;-;17,12;-5,28;1,38;0,99;5.779,02;76,66;592,82;50;6,91;11,70;1,00;1,00
578580;Fresenius Medical Care KGaA;DE0005785802;Medizinische Versorgungseinrichtungen;Gesundheitswesen;40;36;-22,23;18,72;-33,27;0,332;84;0,61;14,48;1,45;15,07;11,40;35,68;27;17,82;-65,77;0,50;3,59;-3,71;31,56;24;4,32;7,74;39,13;1,27;0,85;94,45;36,95;438,56;60;2,74;48,70;3,00;3,50
;Oak Street Health Inc. Registered Shares DL -,001;;Medizinische Versorgungseinrichtungen;Gesundheitswesen;6;85;access denied;access denied;access denied;access denied;9;-;-;-;neg.;neg.;instrument n/a;51;875,70;-443,28;43,56;53,70;-190,31;-148,10;12;-;-23,46;-13,19;-;-;-;-;-;1;-;-;0,00;0,00
866462;Universal Health Services Inc.;US9139031002;Medizinische Versorgungseinrichtungen;Gesundheitswesen;70;66;-10,25;40,31;-20,36;0,305;72;0,67;53,42;1,42;12,44;11,04;24,33;50;31,95;21,98;6,08;5,29;10,35;12,68;56;11,62;7,75;43,88;1,33;1,11;89,03;39,06;807,94;46;5,95;8,75;0,60;0,60
604700;Heidelberg Materials AG;DE0006047004;Bauprodukte und Ausrüstung;Grundstoffe;74;84;-3,51;41,46;-15,23;0,232;65;0,63;17,86;2,23;6,65;6,34;26,12;34;19,23;72,30;2,15;2,04;17,45;4,95;51;10,81;12,45;49,73;1,16;0,67;40,03;19,91;1.566,34;72;3,54;30,77;4,30;4,60
A2P09K;Trane Technologies PLC;IE00BK9ZQ967;Bauprodukte und Ausrüstung;Industrie;43;91;6,14;30,22;-10,95;0,258;11;2,89;39,10;2,04;21,38;19,37;16,30;65;42,74;63,92;10,18;5,07;17,46;10,38;54;31,38;15,31;33,67;1,12;0,70;79,43;26,75;1.071,86;45;3,27;35,83;1,50;1,60
A2P1UY;Carrier Global Corp.;US14448C1045;Bauprodukte und Ausrüstung;Industrie;48;82;15,63;37,78;-19,25;0,308;33;1,96;36,25;1,76;18,66;17,04;22,50;25;18,79;-17,43;10,02;3,89;-37,80;9,50;68;29,38;14,16;29,74;1,64;1,14;120,79;35,92;1.521,19;41;2,21;15,49;1,50;1,70
864684;CRH PLC;IE0001827041;Bauprodukte und Ausrüstung;Grundstoffe;52;90;access denied;access denied;access denied;access denied;44;1,29;19,55;2,16;12,28;11,27;instrument n/a;42;-;-;3,94;4,05;9,96;9,00;40;14,08;12,42;48,00;1,67;1,15;50,50;24,24;941,99;50;6,17;-;2,60;2,70
869898;Holcim Ltd;CH0012214059;Bauprodukte und Ausrüstung;Grundstoffe;84;88;-1,56;27,12;-11,80;0,204;60;1,25;11,17;1,21;10,63;9,94;19,99;21;-0,52;104,95;-6,39;3,37;-5,75;6,91;74;12,57;18,56;49,78;1,89;1,51;52,00;25,88;1.079,57;87;10,21;45,79;4,70;4,90
604843;Henkel AG & Co. KGaA Vz;DE0006048432;Haushalts- und persönliche Produkte;Defensive Konsumgüter;43;75;-8,86;4,62;-15,45;0,142;25;1,35;46,98;2,19;15,61;14,43;6,96;17;8,25;-19,66;-3,82;0,61;45,87;8,17;65;6,98;8,92;60,53;1,14;0,57;17,85;10,80;2.211,25;64;4,95;63,14;2,80;2,90
852062;The Procter & Gamble Co.;US7427181091;Haushalts- und persönliche Produkte;Defensive Konsumgüter;32;92;-4,92;15,62;-6,14;0,150;9;4,54;27,12;3,47;26,39;23,23;10,78;42;25,43;341,24;2,27;3,53;1,55;5,40;38;31,34;23,30;38,71;0,63;0,38;75,73;29,32;2.527,65;60;4,68;15,48;2,48;2,60
853888;L'Oréal S.A.;FR0000120321;Haushalts- und persönliche Produkte;Defensive Konsumgüter;52;75;-12,21;20,04;-14,05;0,225;6;5,22;37,85;4,04;31,41;28,90;11,37;68;53,70;73,94;8,21;6,91;13,67;8,68;81;21,69;19,53;58,02;1,02;0,54;20,79;12,06;9.996,75;41;1,72;56,55;1,70;1,80
A0JNE2;Unilever PLC;GB00B10RZP78;Haushalts- und persönliche Produkte;Defensive Konsumgüter;19;76;-8,04;-0,42;-10,14;0,132;24;1,96;23,66;34,92;17,36;16,23;11,53;13;17,64;-24,67;-0,17;3,11;-12,37;6,93;24;42,06;20,04;24,44;0,75;0,47;149,51;36,54;1.410,14;60;5,07;-;3,80;4,10
850667;Colgate-Palmolive Co.;US1941621039;Haushalts- und persönliche Produkte;Defensive Konsumgüter;19;80;-5,96;2,48;-10,78;0,157;9;3,22;37,49;2,38;23,20;21,39;12,19;47;24,46;14,48;7,68;3,69;48,34;8,48;32;2.878,85;15,88;2,55;1,28;0,57;2.311,97;58,93;1.692,81;30;4,49;109,39;2,70;2,80
623100;Infineon Technologies AG;DE0006231004;Halbleiter;Technologie;91;50;-8,95;20,06;-26,65;0,330;75;2,62;26,58;1,02;11,39;11,70;53,13;81;113,31;171,68;14,01;5,08;56,42;-2,66;86;20,88;24,75;55,53;1,69;1,03;40,47;22,47;2.017,61;37;1,02;19,39;1,40;1,50
918422;NVIDIA Corp.;US67066G1040;Halbleiter;Technologie;80;78;53,48;232,93;-17,43;0,520;33;32,15;276,38;0,90;83,14;38,85;58,83;89;367,36;527,43;0,22;102,99;-54,81;506,93;85;40,22;34,74;;;;;;;26;0,76;;0,08;0,00
A2JG9Z;Broadcom Inc.;US11135F1012;Halbleiter;Technologie;80;98;35,70;91,46;-7,00;0,319;36;10,46;24,48;1,35;20,45;18,59;14,22;79;71,79;48,43;7,87;9,32;53,84;9,99;64;64,57;46,18;;;;;;;55;4,34;;2,10;2,30
863186;Advanced Micro Devices Inc.;US0079031078;Halbleiter;Technologie;69;69;16,81;73,90;-22,99;0,488;31;7,55;53,99;1,17;37,17;24,77;38,47;95;253,10;709,40;-3,13;20,00;223,76;50,07;81;-0,05;-1,07;;;;;;;5;0,92;;0,00;0,00
855681;Intel Corp.;US4581401001;Halbleiter;Technologie;30;83;18,68;30,52;-12,15;0,385;20;2,73;neg.;1,74;55,52;20,31;3,77;19;-25,89;-86,15;-16,73;12,03;-67,53;174,09;62;-0,91;-4,23;;;;;;;30;2,76;;1,90;1,50
A3D7VW;Linde PLC;IE000S9YS762;Spezialchemikalien;Grundstoffe;32;95;0,18;27,86;-6,35;0,209;8;5,58;33,94;3,01;26,36;24,21;14,63;61;123,60;4,95;-0,57;5,33;67,66;8,92;36;14,30;22,96;50,25;0,79;0,63;46,94;23,59;2.678,14;43;3,31;56,87;1,40;1,50
850133;Air Liquide-SA Ét.Expl.P.G.Cl.;FR0000120073;Spezialchemikalien;Grundstoffe;24;89;-6,44;15,42;-9,63;0,167;10;2,82;30,54;2,31;23,52;21,63;17,85;45;34,30;58,99;-5,73;5,02;22,91;8,73;27;13,74;15,86;47,93;0,93;0,54;56,35;27,01;1.166,38;45;1,90;55,98;2,10;2,20
854912;Air Products & Chemicals Inc.;US0091581068;Spezialchemikalien;Grundstoffe;56;76;-4,62;15,93;-14,86;0,239;13;4,99;230,48;1,69;24,42;21,79;18,87;59;42,72;68,01;0,36;6,76;12,94;12,05;76;15,77;22,45;48,34;1,81;1,51;63,35;30,62;2.252,11;52;2,42;41,33;2,40;2,60
856050;Sherwin-Williams Co.;US8243481061;Spezialchemikalien;Grundstoffe;13;78;1,34;15,35;-15,51;0,273;10;2,75;56,68;2,42;24,36;22,07;24,25;54;30,13;147,69;3,02;3,19;25,69;10,42;11;80,01;14,94;13,73;0,99;0,46;403,21;55,36;758,42;37;2,04;31,15;0,90;1,00
854545;Ecolab Inc.;US2788651006;Spezialchemikalien;Grundstoffe;24;72;-3,23;10,14;-16,04;0,255;17;3,22;50,38;1,82;31,35;26,60;22,51;59;26,11;3,55;8,64;5,11;33,83;17,88;28;16,04;11,84;33,71;1,30;0,83;124,74;42,05;632,88;38;1,51;54,07;1,30;1,40
659990;Merck KGaA;DE0006599905;Arzneimittelherstellern- Spezielle und Generische;Gesundheitswesen;43;47;-7,17;-9,40;-26,43;0,252;47;3,22;30,35;3,51;17,06;15,20;33,36;43;43,95;12,40;-3,94;5,36;14,02;12,21;59;11,69;19,16;53,43;1,28;0,62;40,10;21,43;1.924,26;39;1,39;28,76;1,50;1,60
A1KBYX;Zoetis Inc.;US98978V1035;Arzneimittelherstellern- Spezielle und Generische;Gesundheitswesen;47;69;-4,85;13,99;-13,94;0,286;17;9,61;63,42;2,87;30,93;27,67;33,01;72;47,27;83,26;6,17;7,76;20,28;11,77;64;48,08;37,27;29,51;2,37;1,51;183,65;54,20;1.301,81;39;2,56;28,95;0,90;1,00
A3DNZQ;Haleon PLC;GB00BMX86B70;Arzneimittelherstellern- Spezielle und Generische;Gesundheitswesen;-;88;-3,32;23,27;-6,18;0,219;33;2,76;23,32;3,34;-;-;;-;-;-;-;-;-;-;18;5,68;18,65;46,91;0,93;0,54;63,93;29,99;690,51;56;1,23;20,87;-;-
A3ETYB;Sandoz Group AG;CH1243598427;Arzneimittelherstellern- Spezielle und Generische;Gesundheitswesen;-;78;-5,40;-5,40;-7,28;0,173;-;-;-;-;-;-;;-;-;-;-;-;-;-;78;-29,64;-;77,14;4,37;4,37;-;-;-;-;-;-;-;-
;Vifor Pharma AG;;Arzneimittelherstellern- Spezielle und Generische;Gesundheitswesen;77;66;access denied;access denied;access denied;access denied;30;-;-;-;33,69;20,21;instrument n/a;75;60,85;-76,05;14,33;-0,96;16,35;66,66;88;4,09;17,58;68,43;-;-;-;-;-;39;-;-;1,20;1,20
A0D9PT;MTU Aero Engines AG;DE000A0D9PT0;Raumfahrt- und Verteidigungsindustrie;Industrie;53;29;-30,62;-9,13;-32,82;0,275;46;1,56;31,17;1,47;15,18;13,63;29,31;81;33,78;25,14;14,63;16,73;74,72;11,34;56;15,66;11,99;32,87;1,35;0,92;42,91;14,11;1.128,89;51;1,86;52,81;2,50;2,80
894648;Lockheed Martin Corp.;US5398301094;Raumfahrt- und Verteidigungsindustrie;Industrie;52;75;-7,30;-1,94;-12,26;0,193;21;1,71;20,89;2,36;16,38;16,56;7,72;33;23,93;53,40;0,98;3,15;25,17;-0,39;64;68,31;13,44;17,52;1,32;1,09;166,51;29,18;1.172,23;72;9,53;52,63;2,70;2,90
850471;Boeing Co.;US0970231058;Raumfahrt- und Verteidigungsindustrie;Industrie;5;58;-12,19;27,85;-25,68;0,310;11;1,51;70,86;13,82;neg.;37,06;38,00;25;-23,41;-124,38;16,28;17,25;-153,03;10,78;5;-;-2,94;-11,58;1,22;0,32;4.084,66;41,78;-98,26;30;0,97;40,25;0,20;0,50
A2PZ0R;RTX Corp;US75513E1010;Raumfahrt- und Verteidigungsindustrie;Industrie;43;32;-28,78;-17,58;-30,44;0,236;28;1,55;31,88;4,31;14,57;12,99;19,81;74;112,08;-23,83;9,72;7,67;42,39;12,19;47;7,78;11,35;45,72;1,09;0,69;46,12;21,09;563,62;67;5,25;62,50;3,20;3,40
938914;Airbus SE;NL0000235190;Raumfahrt- und Verteidigungsindustrie;Industrie;47;81;-3,26;10,82;-12,34;0,207;34;1,63;24,37;1,36;21,54;17,67;24,53;61;0,91;42,93;9,40;12,05;4,29;21,87;45;32,54;8,05;11,17;1,20;0,50;84,81;9,47;1.331,80;41;1,50;33,40;1,70;2,00
843002;Münchener Rück. (Munich Re) AG;DE0008430026;Versicherungen - Rückversicherung;Finanzdienstleistungen;77;100;9,42;38,23;-3,75;0,166;47;0,69;neg.;0,74;11,23;10,05;4,84;52;27,07;111,94;-4,48;4,32;33,64;11,67;49;11,05;5,05;7,05;-;-;30,63;2,16;1.501,05;66;3,99;47,10;3,40;3,60
A1H81M;Swiss Re AG;CH0126881561;Versicherungen - Rückversicherung;Finanzdienstleistungen;81;98;12,64;35,25;-3,72;0,207;72;0,65;15,00;0,07;9,54;8,22;3,20;75;27,05;723,35;1,77;4,40;592,02;15,98;27;12,82;6,00;7,44;-;-;86,92;6,47;214,21;53;6,10;400,00;6,50;6,90
840221;Hannover Rück SE;DE0008402215;Versicherungen - Rückversicherung;Finanzdienstleistungen;77;99;7,70;24,65;-4,83;0,186;52;0,78;5,99;1,16;13,46;11,52;0,62;59;51,93;72,94;-8,80;4,70;30,37;16,99;54;17,03;7,73;9,31;-;-;68,11;6,34;1.865,54;58;2,41;42,88;3,20;3,50
580891;Everest Group Ltd;BMG3223R1088;Versicherungen - Rückversicherung;Finanzdienstleistungen;98;97;7,48;42,58;-2,84;0,267;85;1,20;4,94;0,97;7,61;6,76;10,91;97;103,16;2.305,50;23,20;17,39;245,23;12,63;56;12,19;10,85;21,12;-;-;36,54;7,72;682,18;41;1,80;42,79;1,70;1,80
896628;RenaissanceRe Holdings Ltd.;BMG7496G1033;Versicherungen - Rückversicherung;Finanzdienstleistungen;84;91;2,97;55,56;-4,38;0,313;65;1,33;7,67;3,62;6,96;6,89;15,17;94;287,49;532,25;57,82;34,71;21,74;0,87;40;6,47;11,08;14,57;-;-;21,98;3,20;-2.421,64;31;0,76;9,14;0,70;0,70
703712;RWE AG;DE0007037129;Versorgungsunternehmen - Diverzifierte;Versorger;52;47;-19,81;-12,47;-21,75;0,200;70;0,64;neg.;1,48;7,01;10,62;53,85;66;227,67;795,22;14,50;-11,68;23,01;-33,91;29;13,06;4,44;19,90;1,21;0,39;56,65;11,27;186,25;56;2,56;22,90;2,90;3,30
A0M46B;Iberdrola S.A.;ES0144580Y14;Versorgungsunternehmen - Diverzifierte;Versorger;19;67;-13,00;1,12;-15,49;0,181;34;1,23;30,37;3,23;14,21;13,53;20,82;21;57,85;63,31;2,63;0,09;-92,94;5,02;12;10,06;16,18;26,59;0,81;0,55;122,61;32,60;470,34;69;7,35;79,29;5,00;5,20
928624;ENEL S.p.A.;IT0003128367;Versorgungsunternehmen - Diverzifierte;Versorger;24;83;-8,24;25,70;-11,38;0,204;57;0,48;66,70;3,84;9,26;8,64;35,84;33;44,05;29,81;-22,67;0,03;306,75;7,12;4;7,32;9,68;13,05;0,95;0,58;306,75;40,03;432,61;58;6,89;266,67;7,60;7,70
915266;Sempra Energy;US8168511090;Versorgungsunternehmen - Diverzifierte;Versorger;24;64;-12,02;-2,40;-17,46;0,201;15;2,62;neg.;2,69;15,46;14,53;18,66;74;66,09;160,67;16,21;2,17;35,23;6,43;14;9,43;19,97;34,53;0,60;0,39;106,57;36,80;227,42;64;3,54;69,18;3,40;3,60
A0ER6Q;Engie S.A.;FR0010208488;Versorgungsunternehmen - Diverzifierte;Versorger;52;88;-5,41;11,40;-5,77;0,201;69;0,35;15,00;3,36;6,81;8,20;25,91;61;72,81;483,13;4,88;-9,38;2.597,00;-16,95;11;-15,38;-5,97;14,54;1,11;0,66;118,51;17,24;-5,68;66;10,28;1.750,00;9,60;8,00
716460;SAP SE;DE0007164600;Software-Anwendung;Technologie;47;96;0,32;27,90;-5,86;0,204;34;4,46;33,03;1,50;24,04;20,30;15,42;70;25,89;50,70;0,75;8,67;164,30;18,52;54;12,58;14,85;55,69;1,06;0,95;32,56;18,13;240,14;22;2,02;105,67;1,70;1,70
A0B87V;Salesforce Inc;US79466L3024;Software-Anwendung;Technologie;56;76;5,06;27,85;-14,04;0,341;25;6,13;34,11;1,09;646,04;25,54;25,49;91;161,85;442,04;18,35;10,93;-85,81;3.720,08;51;2,67;12,98;59,04;1,02;0,90;24,14;14,25;347,40;23;4,06;-;-;0,00
886053;Intuit Inc.;US4612021034;Software-Anwendung;Technologie;77;86;15,15;22,09;-8,83;0,351;8;10,38;31,97;2,28;64,69;31,12;10,23;94;136,26;173,20;12,90;11,55;15,66;92,75;84;14,14;22,53;62,16;1,47;1,26;38,73;24,08;1.305,24;34;1,98;37,05;0,61;0,70
A1JX4P;ServiceNow Inc.;US81762P1021;Software-Anwendung;Technologie;52;85;15,02;50,84;-11,45;0,384;15;14,03;53,55;1,69;54,57;44,33;18,60;98;241,52;6.543,32;22,98;21,75;518,94;23,05;55;25,61;8,41;37,84;1,11;1,00;44,36;16,78;1.577,78;0;0,00;-;0,00;0,00
A2PHHG;Uber Technologies Inc.;US90353T1007;Software-Anwendung;Technologie;13;85;40,21;53,52;-13,08;0,402;21;2,49;252,13;-;120,39;43,53;35,90;77;260,22;-85,49;17,90;16,96;-92,30;176,55;9;-4,88;0,64;22,86;1,04;0,88;151,76;34,69;-1.568,32;0;0,00;-;0,00;0,00
723610;Siemens AG;DE0007236101;Spezielle Industriemaschinen;Industrie;52;58;-14,05;14,77;-23,89;0,237;60;1,37;18,00;1,02;13,11;12,39;39,14;42;-6,72;36,20;7,62;3,82;108,55;5,79;45;19,61;17,41;32,27;1,38;0,97;103,56;33,42;1.138,32;52;4,94;92,59;3,50;3,80
A3CSML;General Electric Co.;US3696043013;Spezielle Industriemaschinen;Industrie;32;89;6,30;46,20;-9,74;0,307;22;1,46;33,32;1,49;45,18;24,29;22,53;45;-35,75;-88,75;-18,58;10,60;3.828,20;86,01;39;28,59;15,85;19,37;1,16;0,81;95,54;18,50;187,87;32;1,38;6,91;0,40;0,40
860180;Schneider Electric SE;FR0000121972;Spezielle Industriemaschinen;Industrie;35;69;-11,18;10,49;-15,69;0,228;21;2,49;27,48;2,14;18,16;16,72;22,86;61;40,19;85,28;5,51;4,58;25,21;8,61;42;15,57;16,07;43,58;0,91;0,56;41,13;17,93;2.447,26;50;2,01;51,22;2,50;2,70
A1J88N;Eaton Corporation PLC;IE00B8KQN827;Spezielle Industriemaschinen;Industrie;47;88;18,82;39,68;-19,06;0,266;12;3,85;45,79;2,17;22,16;19,98;21,65;65;6,88;78,26;11,29;6,66;42,43;10,95;63;15,79;15,44;48,66;1,38;0,73;53,49;26,03;2.121,53;41;1,71;53,58;1,70;1,80
861219;Illinois Tool Works Inc.;US4523081093;Spezielle Industriemaschinen;Industrie;21;78;-5,84;14,41;-15,29;0,220;7;4,30;38,42;2,47;22,96;21,86;7,11;19;10,22;27,49;2,17;2,87;-0,48;5,01;42;95,87;26,12;20,02;1,41;0,89;257,42;51,54;1.992,61;58;4,75;65,20;2,40;2,40
ENER6Y;Siemens Energy AG;DE000ENER6Y0;Spezielle Industriemaschinen;Industrie;5;8;-49,77;-7,54;-55,99;0,474;68;0,29;10,73;-;neg.;15,85;68,58;6;11,86;-407,19;8,10;5,46;-850,80;-83,69;25;-26,80;-6,46;33,59;1,03;0,67;18,75;6,30;-252,38;19;0,50;-;0,20;0,60
A3CSML;General Electric Co.;US3696043013;Spezielle Industriemaschinen;Industrie;32;89;6,33;46,24;-9,72;0,307;22;1,46;33,32;1,49;45,18;24,29;22,49;45;-35,75;-88,75;-18,58;10,60;3.828,20;86,01;39;28,59;15,85;19,37;1,16;0,81;95,54;18,50;187,87;32;1,38;6,91;0,40;0,40
723610;Siemens AG;DE0007236101;Spezielle Industriemaschinen;Industrie;52;58;-14,05;14,77;-23,89;0,237;60;1,37;18,00;1,02;13,11;12,39;39,14;42;-6,72;36,20;7,62;3,82;108,55;5,79;45;19,61;17,41;32,27;1,38;0,97;103,56;33,42;1.138,32;52;4,94;92,59;3,50;3,80
860180;Schneider Electric SE;FR0000121972;Spezielle Industriemaschinen;Industrie;35;69;-11,19;10,47;-15,71;0,228;21;2,49;27,48;2,14;18,16;16,72;22,88;61;40,19;85,28;5,51;4,58;25,21;8,61;42;15,57;16,07;43,58;0,91;0,56;41,13;17,93;2.447,26;50;2,01;51,22;2,50;2,70
A1J88N;Eaton Corporation PLC;IE00B8KQN827;Spezielle Industriemaschinen;Industrie;47;88;18,87;39,74;-19,02;0,266;12;3,85;45,79;2,17;22,16;19,98;21,60;65;6,88;78,26;11,29;6,66;42,43;10,95;63;15,79;15,44;48,66;1,38;0,73;53,49;26,03;2.121,53;41;1,71;53,58;1,70;1,80
766403;Volkswagen AG Vz.;DE0007664039;Automobilhersteller;Zyklische Konsumgüter;61;35;-16,22;-20,54;-29,16;0,259;80;0,18;;3,39;3,38;3,23;42,83;35;31,13;29,83;10,76;1,61;3,27;4,13;31;7,25;7,32;29,28;1,23;0,77;107,90;31,59;1.440,06;96;10,55;29,56;8,30;8,70
A1CX3T;Tesla Inc.;US88160R1014;Automobilhersteller;Zyklische Konsumgüter;35;46;31,45;-0,35;-28,61;0,596;3;8,98;92,13;2,15;68,45;51,84;15,44;95;361,93;762,59;21,69;26,29;-18,46;37,16;81;27,96;14,36;54,29;1,53;0,94;12,86;6,98;7.282,72;0;0,00;-;0,00;0,00
853510;Toyota Motor Corp.;JP3633400001;Automobilhersteller;Zyklische Konsumgüter;73;98;31,98;16,94;-11,04;0,209;31;0,92;neg.;2,91;10,45;9,68;14,97;86;40,14;105,15;18,40;14,00;-12,55;48,73;45;10,49;11,27;38,14;1,10;0,89;103,68;39,54;7.847,13;60;3,37;33,43;2,95;2,90
710000;Mercedes-Benz AG;DE0007100000;Automobilhersteller;Zyklische Konsumgüter;81;63;-11,93;5,95;-18,50;0,212;82;0,45;11,95;63,50;4,73;4,86;44,07;17;-8,06;92,58;2,57;2,19;-3,64;-2,68;51;18,69;14,05;32,85;1,16;0,74;98,83;32,47;4.855,04;94;7,89;38,38;8,50;8,50
519000;BMW AG;DE0005190003;Automobilhersteller;Zyklische Konsumgüter;91;75;-7,57;18,10;-17,52;0,223;93;0,37;7,56;0,26;5,13;5,63;17,18;27;54,57;72,21;4,98;1,54;-33,16;-7,91;51;11,28;11,32;35,28;1,09;0,73;82,14;28,98;10.321,30;90;8,82;31,12;6,20;5,90
A1ML7J;Vonovia SE;DE000A1ML7J1;Immobilien-Dienstleistungen;Immobilien;9;39;5,33;-8,67;-28,83;0,415;59;3,09;28,20;4,28;9,42;10,50;38,98;8;-23,68;-38,88;-65,75;1,70;166,31;-10,33;1;-20,42;-134,17;30,90;0,98;0,42;145,82;45,06;-17,59;80;3,76;54,97;5,10;6,40
922134;CoStar Group Inc.;US22160N1090;Immobilien-Dienstleistungen;Immobilien;48;66;4,53;2,28;-20,49;0,284;9;13,51;75,21;2,99;59,03;50,63;33,56;91;106,42;88,37;12,73;15,94;33,89;16,46;86;5,92;15,68;81,76;13,92;13,75;16,09;13,16;13.902,37;0;0,00;-;0,00;0,00
A1JLYH;CBRE Group Inc.;US12504L1098;Immobilien-Dienstleistungen;Immobilien;43;50;-4,64;-2,22;-24,35;0,297;72;0,72;17,11;1,68;17,19;13,46;33,86;59;47,38;26,38;2,02;8,37;-9,27;27,75;45;10,42;3,00;38,28;1,03;0,92;44,47;17,02;3.111,05;19;4,54;-;0,00;0,00
A14RZD;Cellnex Telecom S.A.;ES0105066007;Immobilien-Dienstleistungen;Immobilien;2;30;-28,18;-16,41;-29,89;0,263;16;6,42;1.415,17;-;neg.;neg.;63,40;27;373,23;-863,75;26,40;5,25;-179,27;-145,51;2;-2,33;4,88;32,13;0,99;0,84;147,45;47,38;21,71;28;0,05;52,55;0,20;0,30
A3H3LL;Vantage Towers;DE000A3H3LL2;Immobilien-Dienstleistungen;Immobilien;27;100;9,90;29,12;-0,45;0,182;10;16,31;54,71;1,73;44,99;36,11;-10,46;61;143,49;73,83;7,03;2,45;32,48;-3,74;23;8,68;49,37;50,23;0,19;0,17;75,99;38,17;612,34;38;0,11;4,28;1,87;2,20
554550;1&1 AG;DE0005545503;Telekommunikationsdienstleistungen;Kommunikationsdienstleistungen;67;91;53,15;21,27;-7,61;0,353;45;0,72;neg.;2,49;9,00;9,21;16,67;9;11,15;-21,95;1,92;1,93;-13,69;-2,23;92;6,24;12,83;76,89;3,37;2,74;1,84;1,41;6.564,85;30;0,31;2,40;0,30;0,30
157484;Comcast Corp. Class A;US20030N1019;Telekommunikationsdienstleistungen;Kommunikationsdienstleistungen;47;99;15,80;41,37;-9,20;0,233;69;1,56;21,41;0,96;11,36;10,21;15,42;49;27,20;48,60;-1,00;2,41;211,83;11,30;9;7,41;12,38;31,46;0,78;0,62;117,13;36,85;338,30;52;8,69;89,26;2,70;2,90
A1T7LU;T-Mobile US Inc.;US8725901040;Telekommunikationsdienstleistungen;Kommunikationsdienstleistungen;24;78;-5,28;1,25;-10,50;0,209;46;2,19;neg.;0,24;19,26;13,81;26,34;79;81,03;111,46;-1,47;3,48;247,33;39,50;7;9,05;14,29;32,96;0,77;0,57;154,84;51,04;193,52;25;6,80;16.200,00;0,40;1,40
868402;Verizon Communications Inc.;US92343V1044;Telekommunikationsdienstleistungen;Kommunikationsdienstleistungen;30;49;-14,45;-10,21;-25,45;0,220;59;0,98;28,38;6,05;6,81;6,86;21,48;9;2,02;24,26;-2,44;1,55;-7,66;-0,74;17;23,22;24,06;24,01;0,75;0,54;193,46;46,44;882,48;94;8,05;51,09;8,30;8,40
