WKN;Name;ISIN;Branche;Sektor;Stock3Score;Momentum & Vola;Kursperform 6 M;Kursperform 1 J;Delta 52 Wochen Hoch;Vola 1 J;Bewertung;KUV;Free Cash Flow;PEG Ratio;KGV (2023);KGV (2024);Kursziel;Wachstum;Umsatzwachstum ueber 5 J;EPS-Wachstum ueber 5 J;Umsatzwachstum (2023);Umsatzwachstum (2024);Wachstum des verwaesserten Gewinns je Aktie (2023);Wachstum des verwaesserten Gewinns je Aktie (2024);Qualitaet und Verschuldung;Eigenkapitalrendite;Eigenkapitalquote;EBIT-Marge;Liquiditaet dritten Grades;Liquiditaet zweiten Grades;Verhaeltnis aus Schulden zum EK;Verhaeltnis aus Schulden und  Vermoegenswerten;Zinsdeckungsgrad;Dividende & Aktienrueckkaeufe;Gesamtrendite;Payout Ratio;Dividende (2023);Dividende (2024
A0DJ6J;SMA Solar Technology AG;DE000A0DJ6J9;Solar;Technologie;67;22;-32,98;30,36;-40,84;0,531;74;1,55;neg.;0,80;11,15;15,21;28,73;84;140,03;17,90;71,35;8,82;270,55;-26,66;72;35,14;11,01;41,76;1,89;0,94;8,28;3,12;1.069,09;28;0,77;37,04;0,00;0,10
A1JC82;Enphase Energy Inc.;US29355A1079;Solar;Technologie;39;2;-44,91;-49,08;-63,57;0,575;48;6,72;25,92;2,02;24,67;19,44;41,44;97;731,91;4.093,10;12,84;13,93;71,15;27,60;72;80,45;24,13;26,77;3,55;3,22;156,95;42,01;4.889,66;8;1,22;-;0,00;0,00
A0LEKM;First Solar Inc.;US3364331070;Solar;Technologie;74;27;-28,95;27,39;-34,00;0,510;66;5,64;neg.;0,68;20,27;11,96;59,81;98;57,63;447,46;35,04;31,15;1.742,66;69,54;76;2,62;5,49;70,73;3,65;2,83;4,01;2,84;170,33;1;0,00;-;0,00;0,00
A14QVM;SolarEdge Technologies Inc.;US83417M1045;Solar;Technologie;66;3;-62,04;-39,45;-65,07;0,574;83;2,06;neg.;0,29;12,99;11,43;109,34;97;304,71;226,95;21,95;18,15;448,13;13,77;80;13,35;10,61;51,02;3,26;2,33;33,65;17,17;1.879,74;1;0,00;-;0,00;0,00
A2QFA4;Array Technologies Inc.;US04271T1007;Solar;Technologie;58;34;-4,90;1,32;-29,92;0,668;74;1,61;26,89;1,83;18,78;13,52;67,95;95;486,06;105,90;4,07;30,18;239,72;38,64;50;43,42;12,24;24,84;1,79;1,20;181,57;45,11;85,22;4;0,00;-;0,00;0,00
STAB1L;Stabilus SE;DE000STAB1L8;Spezielle Industriemaschinen;Industrie;85;65;-3,04;3,71;-13,63;0,267;59;1,06;21,04;-;12,85;12,38;23,63;49;26,26;4,45;8,87;9,12;6,96;3,74;83;17,76;13,19;52,55;2,55;1,65;43,64;22,93;1.111,16;61;3,31;41,97;2,90;3,00
A3CSML;General Electric Co.;US3696043013;Spezielle Industriemaschinen;Industrie;32;91;7,83;52,52;-8,81;0,310;22;1,48;33,57;1,52;45,64;24,54;21,26;45;-35,75;-88,75;-18,58;10,60;3.828,20;86,01;39;28,59;15,85;19,37;1,16;0,81;95,54;18,50;187,87;32;1,38;6,91;0,40;0,40
723610;Siemens AG;DE0007236101;Spezielle Industriemaschinen;Industrie;51;56;-10,68;15,43;-22,31;0,237;62;1,37;18,06;1,02;13,38;12,64;36,31;42;-6,72;36,20;7,62;3,82;108,55;5,78;45;19,61;17,41;32,27;1,38;0,97;103,56;33,42;1.138,32;52;4,94;92,59;3,50;3,70
860180;Schneider Electric SE;FR0000121972;Spezielle Industriemaschinen;Industrie;39;72;-3,06;11,71;-12,62;0,228;21;2,49;27,48;2,14;18,70;17,22;18,54;61;40,17;85,36;5,49;4,52;25,26;8,48;42;15,57;16,07;43,58;0,91;0,56;41,13;17,93;2.447,26;50;2,01;51,22;2,40;2,70
A1J88N;Eaton Corporation PLC;IE00B8KQN827;Spezielle Industriemaschinen;Industrie;47;92;24,21;45,62;-15,82;0,267;10;3,84;46,46;2,17;23,03;20,76;16,97;65;6,88;78,26;11,29;6,66;42,43;10,95;63;15,79;15,44;48,66;1,38;0,73;53,49;26,03;2.121,53;41;1,71;53,58;1,70;1,80
STRA55;STRATEC SE;DE000STRA555;Medizinische Geräte;Gesundheitswesen;64;8;-36,79;-54,41;-58,20;0,323;71;2,07;neg.;0,98;22,39;15,42;58,16;70;47,32;130,16;0,76;9,18;-28,37;45,23;77;8,92;10,07;56,65;3,51;1,37;38,70;21,92;2.159,43;50;2,19;40,42;2,20;2,60
850103;Abbott Laboratories;US0028241000;Medizinische Geräte;Gesundheitswesen;60;54;-13,40;-2,60;-17,50;0,215;39;4,02;23,27;18,16;21,69;20,69;26,03;45;30,31;228,28;-8,72;5,05;11,65;4,98;76;14,01;17,11;49,28;1,63;1,23;48,29;23,80;1.588,53;52;3,53;49,10;2,10;2,20
864952;Stryker Corp.;US8636671013;Medizinische Geräte;Gesundheitswesen;39;74;-10,57;24,69;-11,97;0,255;18;5,19;56,45;2,60;26,05;23,55;16,65;72;49,02;9,16;9,86;7,57;66,46;10,63;51;16,40;18,03;45,05;1,63;0,87;78,53;35,38;5.182,35;35;1,10;45,95;0,90;1,00
A14M2J;Medtronic Inc.;IE00BTN1Y115;Medizinische Geräte;Gesundheitswesen;51;46;-12,92;-13,10;-21,00;0,237;52;3,03;26,54;1,43;29,92;14,21;23,56;31;5,27;48,74;-1,45;3,01;-24,40;80,80;72;6,97;19,44;56,61;2,39;1,54;47,32;26,79;943,40;45;3,61;96,45;2,99;3,60
884113;Boston Scientific Corp.;US1011371077;Medizinische Geräte;Gesundheitswesen;32;88;-3,63;23,80;-8,43;0,206;31;5,41;91,73;1,56;25,39;22,60;20,26;83;43,49;65,06;11,14;8,55;343,84;12,36;36;4,85;13,22;54,13;1,51;0,76;52,82;28,59;342,77;0;0,00;-;0,00;0,00
729700;Südzucker AG;DE0007297004;Verpackte Lebensmittel;Defensive Konsumgüter;79;48;-23,78;8,10;-25,91;0,294;57;0,29;neg.;17,34;12,45;5,23;30,19;89;57,90;-35,24;24,99;12,29;503,13;38,91;48;18,41;10,24;33,26;1,94;0,67;70,78;23,54;1.343,14;73;4,97;36,27;2,49;5,80
A0Q4DC;Nestlé S.A.;CH0038863350;Verpackte Lebensmittel;Defensive Konsumgüter;15;66;-9,11;-3,22;-13,49;0,157;14;2,91;42,18;3,66;20,45;19,00;18,76;33;3,75;45,89;0,44;3,48;43,33;7,61;19;24,01;13,87;31,06;0,88;0,45;129,37;40,18;1.003,60;48;5,21;86,26;3,10;3,30
A14TU4;Kraft Heinz Co., The;US5007541064;Verpackte Lebensmittel;Defensive Konsumgüter;30;41;-19,49;-12,57;-25,86;0,177;62;1,43;37,63;1,38;10,96;10,65;24,06;16;3,06;-65,36;2,22;1,35;50,07;2,82;29;6,40;17,42;53,78;0,87;0,35;41,23;22,17;422,04;61;4,76;83,77;5,00;5,10
853862;General Mills Inc.;US3703341046;Verpackte Lebensmittel;Defensive Konsumgüter;24;32;-27,83;-19,11;-30,47;0,188;43;1,86;22,56;1,91;18,18;14,08;11,53;29;22,43;53,71;5,80;2,75;-2,49;2,94;23;23,49;18,79;33,22;0,69;0,36;115,46;38,36;892,86;72;7,22;51,28;2,57;3,70
851194;Danone S.A.;FR0000120644;Verpackte Lebensmittel;Defensive Konsumgüter;30;77;-9,60;8,42;-12,36;0,142;35;1,17;17,29;3,40;15,62;14,92;8,42;25;12,97;-4,80;0,68;1,05;133,49;4,67;32;7,44;8,71;39,58;1,00;0,66;79,03;31,28;694,81;51;3,83;71,19;3,80;4,00
A1K023;SÜSS MicroTec SE;DE000A1K0235;Halbleiter Ausstattung und Materialien;Technologie;80;50;-6,48;87,93;-21,70;0,444;60;1,27;26,87;4,20;17,61;12,14;34,87;90;62,49;398,54;10,78;11,64;-2,63;45,06;74;16,01;11,48;50,33;1,95;0,83;11,26;5,66;6.944,00;34;0,91;15,63;0,80;0,90
A1J4U4;ASML Holding N.V.;NL0010273215;Halbleiter Ausstattung und Materialien;Technologie;69;58;4,77;18,70;-17,18;0,320;34;8,55;38,10;1,26;29,62;27,64;23,37;88;148,66;218,10;28,52;4,17;37,23;8,48;72;81,25;33,05;24,27;1,28;0,80;48,35;11,74;10.718,59;39;2,06;41,05;1,10;1,30
865177;Applied Materials Inc.;US0382221051;Halbleiter Ausstattung und Materialien;Technologie;69;88;23,66;83,08;-8,89;0,379;31;4,57;26,87;4,63;17,86;18,20;12,65;38;57,56;164,06;2,08;-0,61;5,76;-1,92;87;47,44;29,12;45,63;2,16;1,23;47,80;21,81;3.432,89;40;3,24;13,71;0,80;0,90
869686;Lam Research Corp.;US5128071082;Halbleiter Ausstattung und Materialien;Technologie;60;83;21,98;94,57;-11,60;0,408;28;5,07;19,14;2,38;17,89;23,48;8,37;23;51,69;90,33;1,17;-15,98;1,40;-17,87;84;62,27;30,39;43,71;3,16;1,96;61,04;26,68;2.840,08;42;3,56;21,60;1,07;1,10
865884;KLA Corp.;US4824801009;Halbleiter Ausstattung und Materialien;Technologie;65;91;27,60;76,28;-7,84;0,365;27;6,50;21,42;2,73;19,75;21,56;13,30;57;109,93;195,33;13,94;-8,62;10,17;-8,41;67;156,78;38,93;20,75;2,24;1,37;207,66;43,09;1.376,08;50;3,03;11,57;-;1,10
744600;TAKKT AG;DE0007446007;Geschäftsausstattung & Zubehör;Industrie;72;45;-11,85;-4,54;-19,42;0,271;74;0,64;12,47;1,48;13,58;11,55;21,58;22;10,83;-30,85;-2,08;3,87;2,96;16,30;62;8,76;6,33;62,40;1,63;0,79;17,75;11,08;1.449,82;88;5,56;66,67;6,00;6,50
A0CA2A;HNI Corp.;US4042511000;Geschäftsausstattung & Zubehör;Industrie;64;93;33,71;23,63;-4,50;0,332;42;0,68;151,31;1,70;16,34;13,54;18,17;46;9,39;0,82;4,58;13,88;-27,36;20,74;46;10,67;4,88;43,58;1,19;0,59;48,78;21,26;1.763,64;70;3,70;43,54;3,80;4,00
912283;Steelcase Inc.;US8581552036;Geschäftsausstattung & Zubehör;Industrie;32;89;35,04;62,04;-7,23;0,436;30;0,41;62,34;1,91;52,47;13,37;-1,98;60;-7,13;-21,70;16,59;-1,08;900,00;176,67;23;6,63;3,37;37,51;1,47;0,78;84,22;31,59;281,69;38;3,58;148,33;5,08;3,60
854667;ME Group International Plc;GB0008481250;Geschäftsausstattung & Zubehör;Industrie;-;78;21,01;59,05;-15,66;0,404;45;2,09;15,90;-;-;-;;-;-;-;-;-;-;-;79;29,68;21,73;40,64;1,85;1,44;89,02;36,18;2.580,43;77;3,55;54,74;-;-
850998;Ennis Inc.;US2933891028;Geschäftsausstattung & Zubehör;Industrie;98;84;5,93;0,19;-10,22;0,197;74;1,31;13,13;0,73;13,51;13,48;;21;3,77;5,52;7,96;-3,69;63,96;-16,39;97;13,98;14,34;84,16;4,77;3,58;3,93;3,30;466.144,44;80;4,71;54,95;4,60;4,80
TLX100;Talanx AG;DE000TLX1005;Versicherung - Diversifizierte;Finanzdienstleistungen;84;100;31,56;55,06;-10,10;0,199;67;0,29;4,31;-;10,20;9,14;-1,35;57;27,61;108,97;-12,00;9,40;25,47;11,60;36;14,98;7,49;3,87;-;-;127,70;4,94;1.864,64;69;3,33;43,20;3,70;4,10
854075;Berkshire Hathaway Inc.;US0846701086;Versicherung - Diversifizierte;Finanzdienstleistungen;47;96;10,66;7,85;-7,66;0,166;16;1,90;40,14;9,95;20,55;19,41;15,10;91;40,67;930,69;35,38;16,03;62,28;5,86;60;17,31;28,04;49,80;-;-;25,99;12,94;-602,57;6;1,25;-;0,00;0,00
840400;Allianz SE;DE0008404005;Versicherung - Diversifizierte;Finanzdienstleistungen;83;93;-0,74;21,68;-5,80;0,163;62;0,73;362,61;0,90;9,59;8,56;15,50;74;52,34;33,24;37,21;2,76;42,04;11,09;42;15,75;10,67;5,04;-;-;69,53;3,50;771,00;67;5,39;70,11;5,50;5,90
579919;Zurich Insurance Group AG;CH0011075394;Versicherung - Diversifizierte;Finanzdienstleistungen;77;86;4,50;4,94;-3,47;0,159;49;1,01;12,57;1,88;12,96;11,83;6,25;59;16,93;46,05;33,24;3,55;18,22;9,65;54;18,41;10,74;7,05;-;-;58,84;4,15;1.528,34;87;8,84;-;6,00;6,50
855705;AXA S.A.;FR0000120628;Versicherung - Diversifizierte;Finanzdienstleistungen;80;83;-4,83;11,12;-8,42;0,201;76;0,60;11,73;1,12;8,24;7,62;21,93;29;-34,43;325,70;-28,89;4,40;18,42;8,19;36;13,14;8,84;6,51;-;-;140,56;9,15;1.926,00;93;9,70;60,07;6,70;7,20
TRAT0N;TRATON SE;DE000TRAT0N7;Farm & Schwere Baumaschinen;Industrie;66;77;-7,58;47,46;-11,81;0,276;85;0,22;neg.;-;3,60;4,07;43,18;61;73,48;87,76;11,51;-1,26;128,94;-9,44;10;11,43;6,37;24,66;0,84;0,45;95,05;28,76;439,87;85;3,58;54,95;7,80;7,50
850598;Caterpillar Inc.;US1491231015;Farm & Schwere Baumaschinen;Industrie;56;92;16,62;40,57;-11,79;0,288;39;2,18;30,89;1,39;12,94;12,29;11,24;61;22,36;92,78;12,68;3,69;57,47;5,26;39;49,23;17,64;19,37;1,39;0,79;233,11;45,14;2.075,62;53;4,74;37,26;1,90;2,00
850866;Deere & Co.;US2441991054;Farm & Schwere Baumaschinen;Industrie;60;66;-2,08;2,94;-15,06;0,268;39;1,92;158,26;1,06;11,27;11,63;15,85;61;54,57;362,05;9,89;-0,87;44,81;-3,13;60;47,73;24,60;22,51;1,93;1,64;257,63;57,98;959,42;53;6,60;18,73;1,30;1,40
861114;Paccar Inc.;US6937181088;Farm & Schwere Baumaschinen;Industrie;73;98;15,25;38,28;-7,11;0,239;35;1,37;32,03;8,39;9,78;11,95;7,59;47;40,54;105,36;14,58;-9,38;48,55;-18,19;72;26,42;15,30;39,57;2,60;2,30;88,71;35,10;770,52;60;1,21;48,99;4,20;3,80
871229;Volvo (A);SE0000115420;Farm & Schwere Baumaschinen;Industrie;65;88;4,11;14,55;-4,63;0,266;49;0,89;64,16;1,69;8,89;11,27;10,38;45;35,47;106,83;11,83;-7,21;57,47;-20,34;43;24,77;10,46;25,87;1,28;0,91;126,02;32,60;3.840,83;74;3,08;43,51;7,10;3,60
A0JL9W;VERBIO Vereinigt.BioEnergie AG;DE000A0JL9W6;Spezialchemikalien;Grundstoffe;41;17;-2,19;-54,20;-58,57;0,414;34;1,17;neg.;5,80;9,77;17,44;61,47;39;121,60;147,96;8,60;-12,26;-58,15;0,14;89;15,30;10,22;70,11;2,58;1,13;20,89;14,64;10.777,55;38;0,52;19,80;-;0,60
A3D7VW;Linde PLC;IE000S9YS762;Spezialchemikalien;Grundstoffe;32;96;1,10;30,82;-5,66;0,210;8;5,70;34,27;3,07;26,64;24,46;13,78;61;123,66;4,96;-0,55;5,37;67,69;8,95;36;14,30;22,96;50,25;0,79;0,63;46,94;23,59;2.678,14;45;3,31;56,87;1,40;1,50
850133;Air Liquide-SA Ét.Expl.P.G.Cl.;FR0000120073;Spezialchemikalien;Grundstoffe;24;88;-2,04;17,08;-6,98;0,166;11;2,82;30,54;2,31;24,18;22,23;14,49;45;34,30;58,99;-5,73;5,02;22,91;8,73;27;13,74;15,86;47,93;0,93;0,54;56,35;27,01;1.166,38;45;1,90;55,98;2,00;2,20
854912;Air Products & Chemicals Inc.;US0091581068;Spezialchemikalien;Grundstoffe;56;80;-3,10;17,37;-13,75;0,239;13;4,93;233,92;1,67;24,70;22,04;17,34;57;42,73;68,01;0,37;6,39;12,94;11,86;76;15,77;22,45;48,34;1,81;1,51;63,35;30,62;2.252,11;50;2,42;14,01;2,40;2,60
856050;Sherwin-Williams Co.;US8243481061;Spezialchemikalien;Grundstoffe;13;78;3,64;16,91;-14,63;0,277;11;2,86;57,68;2,52;24,62;22,30;22,94;54;30,16;147,83;3,04;3,19;25,76;10,52;11;80,01;14,94;13,73;0,99;0,46;403,21;55,36;758,42;37;2,04;31,15;0,90;1,00
766710;Vossloh AG;DE0007667107;Eisenbahnen;Industrie;68;67;-8,05;5,52;-13,75;0,201;60;0,57;34,52;1,98;15,48;12,92;26,24;74;34,71;116,44;11,39;5,98;3,67;19,82;43;8,79;9,22;43,68;1,48;0,79;52,80;23,06;485,71;58;2,53;42,02;2,80;3,00
858144;Union Pacific Corp.;US9078181081;Eisenbahnen;Industrie;17;74;1,64;2,93;-14,37;0,252;14;5,23;27,80;3,09;20,29;18,11;16,65;23;5,30;27,66;-3,35;4,41;-9,71;12,03;18;51,98;40,52;18,58;0,72;0,53;287,40;53,41;813,77;63;5,38;45,32;2,50;2,60
897879;Canadian National Railway Co.;CA1363751027;Eisenbahnen;Industrie;26;54;-4,39;-16,12;-19,83;0,193;25;5,69;25,57;1,22;20,05;18,00;16,43;27;16,89;22,58;-2,15;4,86;-3,22;11,35;38;24,97;43,58;42,21;0,84;0,45;74,33;31,37;1.334,12;63;6,87;39,38;2,20;2,30
A3D9ZG;Canadian Pacific Kansas City Limited;CA13646K1084;Eisenbahnen;Industrie;29;61;-12,18;0,16;-16,96;0,222;29;9,23;45,01;0,79;25,52;21,23;;86;85,31;40,07;53,81;10,71;1,16;19,96;18;11,35;-21,87;52,91;0,59;0,46;51,23;27,11;735,74;32;0,75;20,16;0,80;0,90
865857;CSX Corp.;US1264081035;Eisenbahnen;Industrie;47;83;-0,45;9,85;-10,79;0,223;22;4,33;23,08;2,57;16,68;15,37;18,04;21;19,03;42,90;-1,83;2,28;-5,71;8,54;67;32,38;40,83;30,10;1,56;1,38;146,93;44,22;829,65;56;8,12;21,03;1,40;1,50
WACK01;Wacker Neuson SE;DE000WACK012;Farm & Schwere Baumaschinen;Industrie;90;45;-16,80;20,03;-25,93;0,306;86;0,57;neg.;0,39;6,20;7,45;58,07;51;55,93;42,85;18,38;-2,20;40,13;-16,83;71;14,66;11,28;60,01;1,94;0,66;26,15;15,69;1.897,20;87;5,18;47,62;6,50;6,10
850598;Caterpillar Inc.;US1491231015;Farm & Schwere Baumaschinen;Industrie;56;92;16,62;40,57;-11,79;0,288;39;2,18;30,89;1,39;12,94;12,29;11,24;61;22,36;92,78;12,68;3,69;57,47;5,26;39;49,23;17,64;19,37;1,39;0,79;233,11;45,14;2.075,62;53;4,74;37,26;1,90;2,00
850866;Deere & Co.;US2441991054;Farm & Schwere Baumaschinen;Industrie;60;66;-2,08;2,94;-15,06;0,268;39;1,92;158,26;1,06;11,27;11,63;15,85;61;54,57;362,05;9,89;-0,87;44,81;-3,13;60;47,73;24,60;22,51;1,93;1,64;257,63;57,98;959,42;53;6,60;18,73;1,30;1,40
861114;Paccar Inc.;US6937181088;Farm & Schwere Baumaschinen;Industrie;73;98;15,25;38,28;-7,11;0,239;35;1,37;32,03;8,39;9,78;11,95;7,59;47;40,54;105,36;14,58;-9,38;48,55;-18,19;72;26,42;15,30;39,57;2,60;2,30;88,71;35,10;770,52;60;1,21;48,99;4,20;3,80
871229;Volvo (A);SE0000115420;Farm & Schwere Baumaschinen;Industrie;65;88;4,11;14,55;-4,63;0,266;49;0,89;64,16;1,69;8,89;11,27;10,36;45;35,47;106,83;11,83;-7,21;57,47;-20,34;43;24,77;10,46;25,87;1,28;0,91;126,02;32,60;3.840,83;74;3,08;43,51;7,10;3,60
A2N4H0;Westwing Group SE;DE000A2N4H07;Einrichtung, Ausstattung und Geräte;Zyklische Konsumgüter;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
856331;Whirlpool Corp.;US9633201069;Einrichtung, Ausstattung und Geräte;Zyklische Konsumgüter;24;46;75;15;4;85;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A0BLAA;Tempur Sealy International Inc;US88023U1016;Einrichtung, Ausstattung und Geräte;Zyklische Konsumgüter;40;82;48;73;15;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Hunter Douglas N.V.;;Einrichtung, Ausstattung und Geräte;Zyklische Konsumgüter;-;76;44;-;82;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SharkNinja Inc.;;Einrichtung, Ausstattung und Geräte;Zyklische Konsumgüter;-;39;17;-;76;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZEAL24;Zeal Network SE;DE000ZEAL241;Glücksspiel;Zyklische Konsumgüter;60;53;-18,16;22,68;-20,76;0,280;19;6,76;25,79;-;43,72;31,88;36,12;42;-26,76;-77,31;7,74;10,72;0,23;37,13;92;4,08;18,21;71,33;3,13;1,80;9,98;7,12;5.636,41;39;6,24;138,89;3,30;3,40
A14RX5;Flutter Entertainment PLC;IE00BWT6H894;Glücksspiel;Zyklische Konsumgüter;15;49;-17,17;14,08;-22,44;0,297;15;2,62;47,85;9,43;29,41;23,05;36,66;96;418,08;85,72;26,16;10,67;158,49;27,59;9;-0,56;1,91;49,84;0,87;0,33;58,61;29,21;-21,70;20;0,53;-;0,10;1,10
A2PK19;Evolution Gaming Gr.AB (publ);SE0012673267;Glücksspiel;Zyklische Konsumgüter;97;32;-26,41;-4,05;-28,63;0,288;36;12,60;21,95;-;18,42;16,53;41,28;96;645,38;971,38;25,57;19,57;24,77;11,42;100;29,38;62,93;79,19;2,60;1,93;2,30;1,82;19.765,79;53;2,16;51,55;2,70;3,00
A3DL31;DraftKings Inc.;US26142V1052;Glücksspiel;Zyklische Konsumgüter;10;77;48,36;78,52;-13,32;0,631;5;4,57;neg.;-;neg.;neg.;25,82;50;1.461,26;-497,23;57,68;21,13;-151,90;-133,69;31;-83,93;-40,66;32,74;1,67;1,22;100,15;32,79;-;5;0,36;-;0,00;0,00
923011;Churchill Downs Inc.;US1714841087;Glücksspiel;Zyklische Konsumgüter;22;50;-10,34;0,97;-22,96;0,315;23;3,97;162,49;1,57;22,23;18,43;32,67;87;143,54;13,42;35,78;14,02;-16,36;25,65;14;48,97;31,91;8,89;0,55;0,36;835,12;74,20;513,31;32;1,36;6,25;0,30;0,40
511170;zooplus AG;DE0005111702;Fachhandel;Zyklische Konsumgüter;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A1H5JY;O'Reilly Automotive Inc.[New];US67103H1077;Fachhandel;Zyklische Konsumgüter;17;97;18;74;7;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A3DSL8;Alimentation Couche-Tard;CA01626P1484;Fachhandel;Zyklische Konsumgüter;52;98;43;40;47;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;
881531;AutoZone Inc.;US0533321024;Fachhandel;Zyklische Konsumgüter;19;88;25;75;6;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;
889826;Tractor Supply Co.;US8923561067;Fachhandel;Zyklische Konsumgüter;36;53;26;66;40;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A2ASUV;Anheuser-Busch InBev SA/NV;BE0974293251;Getränke - Brauereien;Defensive Konsumgüter;17;58;-15,39;0,48;-18,24;0,192;48;1,89;24,70;1,14;17,82;15,30;25,36;40;14,79;35,82;5,37;4,06;1,07;16,45;14;8,39;23,86;34,47;0,67;0,46;108,98;37,56;314,36;28;1,43;-;1,90;2,40
A0CA0G;Heineken N.V.;NL0000009165;Getränke - Brauereien;Defensive Konsumgüter;26;50;-19,69;-0,41;-21,62;0,194;33;1,60;72,52;1,28;21,55;18,60;24,66;57;36,07;43,69;6,55;5,85;3,60;15,84;23;13,35;13,48;37,31;0,78;0,48;83,77;31,25;956,26;50;4,27;37,20;1,70;1,90
A0ETXG;Heineken Holding N.V.;NL0000008977;Getränke - Brauereien;Defensive Konsumgüter;39;56;-18,46;1,95;-20,66;0,184;62;0,69;42,17;1,99;17,07;13,48;40,88;57;35,91;23,28;6,43;6,49;-11,37;26,63;14;13,76;13,48;18,50;0,78;0,48;168,94;31,25;956,26;93;7,31;37,12;-;-
861061;Carlsberg AS;DK0010181759;Getränke - Brauereien;Defensive Konsumgüter;36;46;-20,46;-1,38;-23,66;0,184;38;1,70;23,93;4,57;16,41;14,93;25,41;57;18,09;53,65;5,04;4,24;603,55;9,92;28;24,99;15,75;27,66;0,70;0,32;89,79;24,84;1.527,08;72;6,10;50,63;3,20;3,40
A0DPTB;Molson Coors Beverage Co.;US60871R2094;Getränke - Brauereien;Defensive Konsumgüter;27;82;2,74;22,71;-16,39;0,236;49;1,15;22,68;3,04;11,71;11,33;14,44;34;8,45;-2,07;9,15;0,13;525,09;3,34;11;0,31;4,14;49,05;0,78;0,43;52,07;25,54;75,06;57;2,91;22,94;2,80;2,90
A0M46B;Iberdrola S.A.;ES0144580Y14;Versorgungsunternehmen - Diverzifierte;Versorger;19;63;-11,91;1,22;-15,08;0,181;36;1,23;30,37;3,23;14,18;13,50;20,24;21;57,85;63,31;2,63;0,09;-92,94;5,02;12;10,06;16,18;26,59;0,81;0,55;122,61;32,60;470,34;69;7,35;79,29;5,00;5,30
928624;ENEL S.p.A.;IT0003128367;Versorgungsunternehmen - Diverzifierte;Versorger;24;81;-5,69;27,32;-10,44;0,204;57;0,48;66,70;3,84;9,33;8,71;34,41;33;44,05;29,81;-22,67;0,03;306,75;7,12;4;7,32;9,68;13,05;0,95;0,58;306,75;40,03;432,61;60;6,89;266,67;7,50;7,60
915266;Sempra Energy;US8168511090;Versorgungsunternehmen - Diverzifierte;Versorger;24;59;-10,26;-2,02;-16,29;0,203;16;2,64;neg.;2,69;15,66;14,71;17,00;74;66,11;160,65;16,22;2,16;35,22;6,44;14;9,43;19,97;34,53;0,60;0,39;106,57;36,80;227,42;66;3,54;69,18;3,40;3,60
A0ER6Q;Engie S.A.;FR0010208488;Versorgungsunternehmen - Diverzifierte;Versorger;52;83;-3,39;13,25;-4,73;0,201;70;0,35;15,00;3,36;6,80;8,19;24,53;59;72,81;483,13;4,88;-9,38;2.597,00;-16,95;11;-15,38;-5,97;14,54;1,11;0,66;118,51;17,24;-5,68;66;10,28;1.750,00;9,60;8,10
ENAG99;E.ON SE;DE000ENAG999;Versorgungsunternehmen - Diverzifierte;Versorger;56;86;-8,40;32,08;-11,65;0,177;75;0,25;10,62;1,83;9,94;10,95;14,99;29;272,26;-26,31;-5,39;-8,62;56,86;-9,20;25;4,17;2,34;11,07;1,39;1,17;351,97;32,41;290,37;61;4,70;72,86;4,90;5,10
A2JNF4;Adyen NV;NL0012969182;Software-Infrastruktur;Technologie;30;2;-50,13;-51,39;-58,67;0,630;48;3,75;18,66;1,04;35,63;28,64;41,65;59;-1,82;342,62;-81,84;24,58;8,16;24,43;90;23,34;12,65;31,67;1,42;1,39;8,42;2,67;6.118,05;9;0,02;-;0,00;0,10
870747;Microsoft Corp.;US5949181045;Software-Infrastruktur;Technologie;80;92;15,38;39,59;-10,00;0,293;13;11,71;42,30;2,43;36,89;29,96;20,42;79;87,28;115,60;6,88;11,21;0,31;13,35;92;38,82;43,07;50,06;1,77;1,54;29,08;14,56;4.638,16;36;1,73;28,10;0,80;0,90
871460;Oracle Corp.;US68389X1054;Software-Infrastruktur;Technologie;29;91;14,15;63,27;-15,12;0,281;31;5,94;45,37;1,25;34,96;19,53;19,33;87;36,06;81,77;17,71;7,60;27,39;76,00;4;-;26,36;0,80;0,91;0,74;8.432,53;67,33;360,37;39;1,82;46,91;1,51;1,30
871981;Adobe Inc.;US00724F1012;Software-Infrastruktur;Technologie;73;98;46,71;86,06;-2,88;0,344;9;13,66;35,33;2,08;35,03;31,01;7,47;91;114,57;201,61;10,05;12,29;57,20;12,98;91;33,97;35,06;51,72;1,11;1,00;32,97;17,05;5.464,29;10;2,08;-;0,00;0,00
